#code,Ro2,       De,    Ni,     Ri,     S2i,       C1,        C2
AuRT,  0.679E-01,-0.819, 12.000, 2.8516, 0.830E-02,  0.00    ,  0.00    ,.,-0.819,  6.000, 4.0616, 0.116E-01,  0.00    ,  0.00    ,.,-0.819, 24.000, 4.9755, 0.133E-01,  0.00    ,  0.00    ,.,-0.819, 12.000, 5.7440, 0.100    ,  0.00    ,  0.00    ,.,-0.819, 24.000, 5.7440, 0.183E-01,  0.00    ,  0.00    ,.,-0.819, 12.000, 5.7440, 0.157E-01,  0.00    ,  0.00    ,.,
