#code,Ro2,       De,    Ni,     Ri,     S2i,       C1,        C2
Au20,  0.550E-01,11.762, 12.000, 2.8706, 0.185E-02,  0.00    ,  0.00    ,.,11.762,  6.000, 4.0654, 0.241E-02,  0.00    ,  0.00    ,.,11.762, 24.000, 4.9801, 0.267E-02,  0.00    ,  0.00    ,.,11.762, 12.000, 5.7493, 0.100    ,  0.00    ,  0.00    ,.,11.762, 24.000, 5.7493, 0.424E-02,  0.00    ,  0.00    ,.,11.762, 12.000, 5.7493, 0.336E-02,  0.00    ,  0.00    ,.,11.762, 24.000, 6.4278, 0.336E-02,  0.00    ,  0.00    ,.,
