# XDI/1.0 Athena/0.9.21
# Element.edge:                  L3
# Element.symbol:                Au
# Column.1:                      energy eV
# Column.2:                      xmu
# Column.3:                      bkg
# Column.4:                      pre_edge
# Column.5:                      post_edge
# Column.6:                      der
# Column.7:                      sec
# Column.8:                      i0
# Athena.e0:                     11920.08429
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.9178349
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -150.000 -30.000
# Athena.pre_edge_line:          4.952595 - 0.00032483 * E
# Athena.normalization_range:    150.000 1676.466
# Athena.post_edge_polynomial:   13.110132 - 0.00131986 * E + 3.25230595e-008 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 1776.434
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 21.593
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 19.593
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         xmu        bkg        pre_edge        post_edge        der        sec        i0
  12141.741        1.8879680        1.8775902        1.0085953        1.8793355       0.25317297E-02   0.20935226E-03    1.0000000
  12143.785        1.8936570        1.8766095        1.0079311        1.8782519       0.29895912E-02   0.55452849E-05    1.0000000
  12145.792        1.9000800        1.8756429        1.0072792        1.8771885       0.25541959E-02  -0.30666852E-03    1.0000000
  12147.823        1.9039700        1.8746610        1.0066196        1.8761126       0.17513650E-02  -0.37694580E-03    1.0000000
  12149.875        1.9072300        1.8736652        1.0059531        1.8750260       0.10153033E-02  -0.48858395E-03    1.0000000
  12151.889        1.9080980        1.8726842        1.0052989        1.8739596      -0.23510991E-03  -0.59332572E-03    1.0000000
  12153.962        1.9062690        1.8716707        1.0046254        1.8728620      -0.14098859E-02  -0.47139619E-03    1.0000000
  12156.030        1.9022590        1.8706564        1.0039536        1.8717675      -0.21873831E-02  -0.31969058E-03    1.0000000
  12158.132        1.8971470        1.8696220        1.0032708        1.8706553      -0.27430851E-02  -0.24173054E-03    1.0000000
  12160.182        1.8908710        1.8686106        1.0026051        1.8695713      -0.31909347E-02  -0.17333714E-03    1.0000000
  12162.237        1.8840500        1.8675933        1.0019375        1.8684845      -0.34545370E-02  -0.11284669E-03    1.0000000
  12164.257        1.8767920        1.8665904        1.0012812        1.8674163      -0.36508425E-02  -0.14535659E-03    1.0000000
  12166.396        1.8688660        1.8655260        1.0005865        1.8662859      -0.40590809E-02  -0.22263728E-03    1.0000000
  12168.472        1.8596820        1.8644899       0.99991199        1.8651886      -0.45893121E-02  -0.10550361E-03    1.0000000
  12170.549        1.8498070        1.8634514       0.99923754        1.8640917      -0.44972279E-02   0.25993501E-03    1.0000000
  12172.630        1.8409850        1.8624082       0.99856153        1.8629926      -0.35086453E-02   0.59660544E-03    1.0000000
  12174.704        1.8352290        1.8613665       0.99788791        1.8618976      -0.20184039E-02   0.68989474E-03    1.0000000
  12176.781        1.8326060        1.8603209       0.99721306        1.8608009      -0.64468524E-03   0.54612091E-03    1.0000000
  12178.878        1.8325380        1.8592638       0.99653203        1.8596945       0.26117580E-03   0.39325516E-03    1.0000000
  12180.935        1.8336910        1.8582246       0.99586362        1.8586088       0.98901072E-03   0.38201542E-03    1.0000000
  12183.008        1.8366230        1.8571761       0.99519035        1.8575156       0.18390485E-02   0.27684788E-03    1.0000000
  12185.104        1.8413570        1.8561145       0.99450958        1.8564104       0.21430400E-02  -0.11701664E-04    1.0000000
  12187.187        1.8455790        1.8550579       0.99383285        1.8553121       0.17901459E-02  -0.24338696E-03    1.0000000
  12189.278        1.8488300        1.8539961       0.99315357        1.8542099       0.11270163E-02  -0.41487126E-03    1.0000000
  12191.395        1.8503210        1.8529204       0.99246611        1.8530947       0.44546083E-04  -0.57442340E-03    1.0000000
  12193.476        1.8490170        1.8518615       0.99178997        1.8519982      -0.12843557E-02  -0.58078007E-03    1.0000000
  12195.523        1.8450190        1.8508197       0.99112517        1.8509203      -0.23529954E-02  -0.31389540E-03    1.0000000
  12197.601        1.8393120        1.8497612       0.99045020        1.8498262      -0.25790266E-02   0.13617081E-03    1.0000000
  12199.633        1.8344200        1.8487259       0.98979022        1.8487567      -0.17933755E-02   0.46271481E-03    1.0000000
  12201.717        1.8319300        1.8476633       0.98911311        1.8476598      -0.67437218E-03   0.48872692E-03    1.0000000
  12203.805        1.8316060        1.8465985       0.98843478        1.8465611       0.24596950E-03   0.42570698E-03    1.0000000
  12205.896        1.8329580        1.8455323       0.98775553        1.8454612       0.11048190E-02   0.38571130E-03    1.0000000
  12207.985        1.8362240        1.8444673       0.98707703        1.8443628       0.18581926E-02   0.24430453E-03    1.0000000
  12210.076        1.8407240        1.8434013       0.98639796        1.8432638       0.21258483E-02   0.20377698E-04    1.0000000
  12212.167        1.8451140        1.8423349       0.98571864        1.8421647       0.19434093E-02  -0.71420778E-04    1.0000000
  12214.259        1.8488540        1.8412681       0.98503907        1.8410654       0.18270688E-02  -0.60428497E-04    1.0000000
  12216.345        1.8527470        1.8402045       0.98436158        1.8399698       0.16909553E-02  -0.67278579E-04    1.0000000
  12218.385        1.8558310        1.8391640       0.98369880        1.8388982       0.15494726E-02  -0.12598587E-04    1.0000000
  12220.454        1.8591140        1.8381090       0.98302681        1.8378121       0.16391860E-02  -0.32309388E-04    1.0000000
  12222.528        1.8626210        1.8370516       0.98235326        1.8367237       0.14156375E-02  -0.24144461E-03    1.0000000
  12224.579        1.8649540        1.8360051       0.98168678        1.8356470       0.64314245E-03  -0.39252262E-03    1.0000000
  12226.631        1.8652600        1.8349588       0.98102039        1.8345707      -0.19499669E-03  -0.39479013E-03    1.0000000
  12228.723        1.8641460        1.8338918       0.98034079        1.8334733      -0.99273362E-03  -0.40519788E-03    1.0000000
  12230.776        1.8611450        1.8328446       0.97967393        1.8323968      -0.18745905E-02  -0.39047750E-03    1.0000000
  12232.859        1.8563920        1.8317819       0.97899718        1.8313047      -0.26078930E-02  -0.44166684E-03    1.0000000
  12234.958        1.8502390        1.8307115       0.97831552        1.8302049      -0.37216059E-02  -0.39681104E-03    1.0000000
  12237.065        1.8407390        1.8296364       0.97763095        1.8291006      -0.42768723E-02  -0.58299428E-04    1.0000000
  12239.160        1.8322660        1.8285677       0.97695046        1.8280033      -0.39666017E-02   0.13689435E-03    1.0000000
  12242.973        1.8173040        1.8266223       0.97571183        1.8260066      -0.34680896E-02   0.21984573E-03    1.0000000
  12246.038        1.8084130        1.8250586       0.97471633        1.8244025      -0.24545357E-02   0.37367693E-03    1.0000000
  12249.030        1.8024370        1.8235317       0.97374435        1.8228370      -0.12047471E-02   0.41094570E-03    1.0000000
  12252.047        1.8011740        1.8219923       0.97276452        1.8212593       0.14726030E-04   0.29944433E-03    1.0000000
  12255.074        1.8025260        1.8204472       0.97178117        1.8196766       0.60501059E-03   0.15381671E-03    1.0000000
  12258.229        1.8049140        1.8188371       0.97075651        1.8180281       0.96557630E-03   0.77795830E-04    1.0000000
  12261.263        1.8085020        1.8172880       0.96977078        1.8164428       0.10864929E-02  -0.49389857E-04    1.0000000
  12264.300        1.8115110        1.8157374       0.96878420        1.8148567       0.66568949E-03  -0.14772211E-03    1.0000000
  12267.335        1.8125440        1.8141878       0.96779845        1.8132725       0.18953901E-03  -0.13028514E-03    1.0000000
  12270.436        1.8126740        1.8126041       0.96679106        1.8116542      -0.13373230E-03  -0.18407938E-03    1.0000000
  12273.474        1.8117230        1.8110526       0.96580427        1.8100696      -0.94054821E-03  -0.26927116E-03    1.0000000
  12276.515        1.8069570        1.8094995       0.96481663        1.8084842      -0.17704620E-02  -0.14904070E-03    1.0000000
  12279.551        1.8009650        1.8079486       0.96383048        1.8069019      -0.18461761E-02   0.76888618E-04    1.0000000
  12282.593        1.7957350        1.8063940       0.96284215        1.8053166      -0.13030938E-02   0.25262394E-03    1.0000000
  12285.656        1.7930090        1.8048288       0.96184724        1.8037214      -0.30378825E-03   0.37643323E-03    1.0000000
  12288.742        1.7938670        1.8032515       0.96084476        1.8021146       0.10116017E-02   0.33089205E-03    1.0000000
  12291.795        1.7992190        1.8016910       0.95985318        1.8005260       0.17274852E-02   0.57524607E-04    1.0000000
  12294.851        1.8044200        1.8001285       0.95886041        1.7989360       0.13630126E-02  -0.15687688E-03    1.0000000
  12298.018        1.8077010        1.7985092       0.95783177        1.7972893       0.75124355E-03  -0.19542910E-03    1.0000000
  12301.009        1.8090460        1.7969794       0.95686018        1.7957344       0.15960120E-03  -0.18186409E-03    1.0000000
  12304.008        1.8086570        1.7954454       0.95588607        1.7941761      -0.33810959E-03  -0.69284755E-04    1.0000000
  12307.063        1.8069990        1.7938822       0.95489358        1.7925890      -0.25986603E-03   0.83945862E-04    1.0000000
  12310.203        1.8070470        1.7922754       0.95387358        1.7909586       0.18197700E-03   0.10412733E-03    1.0000000
  12313.245        1.8081240        1.7907184       0.95288545        1.7893797       0.38385956E-03  -0.37986390E-04    1.0000000
  12316.310        1.8093910        1.7891497       0.95189004        1.7877898      -0.49983094E-04  -0.18702203E-03    1.0000000
  12319.367        1.8078180        1.7875840       0.95089682        1.7862040      -0.76110241E-03  -0.22440806E-03    1.0000000
  12322.430        1.8047330        1.7860157       0.94990206        1.7846164      -0.14233761E-02  -0.26405575E-03    1.0000000
  12325.532        1.7990430        1.7844264       0.94889427        1.7830085      -0.23889850E-02  -0.30060428E-03    1.0000000
  12328.562        1.7900820        1.7828739       0.94790997        1.7814388      -0.32669010E-02  -0.19941323E-03    1.0000000
  12331.697        1.7789020        1.7812673       0.94689164        1.7798154      -0.36184014E-02  -0.21429303E-04    1.0000000
  12334.770        1.7676190        1.7796921       0.94589343        1.7782247      -0.33999339E-02   0.12980198E-03    1.0000000
  12337.930        1.7577130        1.7780723       0.94486724        1.7765900      -0.28094522E-02   0.26841163E-03    1.0000000
  12340.978        1.7501800        1.7765091       0.94387712        1.7750135      -0.17338331E-02   0.37968901E-03    1.0000000
  12344.052        1.7470970        1.7749319       0.94287835        1.7734237      -0.48467330E-03   0.33499621E-03    1.0000000
  12347.163        1.7471820        1.7733357       0.94186785        1.7718160       0.33832282E-03   0.22214584E-03    1.0000000
  12350.301        1.7492110        1.7717254       0.94084866        1.7701950       0.90339834E-03   0.17046960E-03    1.0000000
  12353.393        1.7528100        1.7701380       0.93984422        1.7685981       0.14003160E-02   0.90601572E-04    1.0000000
  12356.484        1.7578690        1.7685509       0.93884028        1.7670027       0.14635779E-02  -0.43964905E-04    1.0000000
  12359.518        1.7617750        1.7669922       0.93785451        1.7654367       0.11310134E-02  -0.12701901E-03    1.0000000
  12362.609        1.7647970        1.7654042       0.93685054        1.7638424       0.68552545E-03  -0.14763303E-03    1.0000000
  12365.734        1.7660360        1.7637982       0.93583548        1.7622311       0.21337519E-03  -0.86401236E-04    1.0000000
  12368.777        1.7661130        1.7622341       0.93484714        1.7606629       0.15264238E-03   0.10350942E-04    1.0000000
  12371.866        1.7669720        1.7606455       0.93384363        1.7590712       0.27684695E-03   0.98005935E-05    1.0000000
  12374.957        1.7678240        1.7590557       0.93283959        1.7574793       0.21321308E-03  -0.42120569E-04    1.0000000
  12378.066        1.7682940        1.7574560       0.93182956        1.7558785       0.15683840E-04  -0.85827698E-04    1.0000000
  12381.142        1.7679210        1.7558735       0.93083061        1.7542959      -0.31760634E-03  -0.12694547E-03    1.0000000
  12384.241        1.7663330        1.7542785       0.92982396        1.7527018      -0.76811685E-03  -0.96305574E-04    1.0000000
  12387.336        1.7631630        1.7526850       0.92881849        1.7511101      -0.91415870E-03   0.29834123E-04    1.0000000
  12390.512        1.7606000        1.7510497       0.92778684        1.7494776      -0.58101692E-03   0.11027789E-03    1.0000000
  12393.604        1.7595210        1.7494572       0.92678235        1.7478887      -0.22290160E-03   0.85610397E-04    1.0000000
  12396.694        1.7592220        1.7478658       0.92577871        1.7463018      -0.51764890E-04  -0.42003952E-05    1.0000000
  12399.748        1.7592030        1.7462929       0.92478687        1.7447342      -0.24870530E-03  -0.12016258E-03    1.0000000
  12402.850        1.7576910        1.7446944       0.92377910        1.7431420      -0.79147131E-03  -0.19316442E-03    1.0000000
  12405.956        1.7542890        1.7430939       0.92277010        1.7415485      -0.14480033E-02  -0.15624595E-03    1.0000000
  12409.082        1.7486670        1.7414831       0.92175475        1.7399456      -0.17652008E-02  -0.22532829E-04    1.0000000
  12412.173        1.7433160        1.7398903       0.92075087        1.7383614      -0.15880739E-02   0.75389051E-04    1.0000000
  12415.289        1.7388100        1.7382840       0.91973856        1.7367646      -0.12972692E-02   0.59472348E-04    1.0000000
  12418.530        1.7350690        1.7366135       0.91868586        1.7351047      -0.12099963E-02   0.94972035E-05    1.0000000
  12421.675        1.7310830        1.7349922       0.91766421        1.7334944      -0.12366204E-02   0.16684535E-04    1.0000000
  12424.816        1.7272960        1.7333733       0.91664408        1.7318872      -0.11051226E-02   0.60223940E-04    1.0000000
  12427.889        1.7242160        1.7317890       0.91564579        1.7303150      -0.86240146E-03   0.64157530E-04    1.0000000
  12431.090        1.7218850        1.7301387       0.91460599        1.7286780      -0.70257648E-03   0.77903047E-05    1.0000000
  12434.223        1.7197660        1.7285237       0.91358837        1.7270767      -0.81305900E-03  -0.35271486E-04    1.0000000
  12437.323        1.7168170        1.7269253       0.91258124        1.7254924      -0.92243247E-03  -0.17771004E-04    1.0000000
  12440.449        1.7140230        1.7253141       0.91156600        1.7238961      -0.92370002E-03  -0.44770121E-05    1.0000000
  12443.604        1.7110150        1.7236874       0.91054090        1.7222849      -0.95055375E-03   0.19226787E-04    1.0000000
  12446.750        1.7080330        1.7220658       0.90951906        1.7206794      -0.80254069E-03   0.96557267E-04    1.0000000
  12449.902        1.7059610        1.7204414       0.90849529        1.7190716      -0.34248436E-03   0.17443736E-03    1.0000000
  12453.007        1.7058900        1.7188409       0.90748652        1.7174880       0.28895225E-03   0.13966666E-03    1.0000000
  12456.162        1.7077700        1.7172150       0.90646167        1.7158797       0.53190576E-03   0.15767007E-04    1.0000000
  12459.411        1.7092960        1.7155412       0.90540651        1.7142246       0.38991455E-03  -0.65628546E-04    1.0000000
  12462.507        1.7102440        1.7139457       0.90440063        1.7126474       0.11549394E-03  -0.93938529E-04    1.0000000
  12465.662        1.7100180        1.7123206       0.90337587        1.7110412      -0.19733371E-03  -0.37437571E-04    1.0000000
  12468.857        1.7089910        1.7106750       0.90233808        1.7094153      -0.12222153E-03   0.59543692E-04    1.0000000
  12472.069        1.7092350        1.7090212       0.90129488        1.7077816       0.18412699E-03   0.75118554E-04    1.0000000
  12475.211        1.7101610        1.7074030       0.90027401        1.7061835       0.35510505E-03   0.27349027E-04    1.0000000
  12478.357        1.7114680        1.7057837       0.89925226        1.7045847       0.35610533E-03  -0.24455535E-04    1.0000000
  12481.507        1.7124030        1.7041623       0.89822892        1.7029840       0.20113569E-03  -0.47695382E-04    1.0000000
  12484.656        1.7127350        1.7025420       0.89720608        1.7013847       0.55661150E-04  -0.26307954E-04    1.0000000
  12487.831        1.7127550        1.7009086       0.89617470        1.6997728       0.34764719E-04  -0.93614161E-05    1.0000000
  12490.956        1.7129540        1.6993016       0.89515982        1.6981873      -0.33109972E-05  -0.29884334E-04    1.0000000
  12494.174        1.7127340        1.6976469       0.89411446        1.6965548      -0.15477667E-03  -0.52834518E-04    1.0000000
  12497.332        1.7119670        1.6960232       0.89308840        1.6949531      -0.34023302E-03  -0.75848355E-04    1.0000000
  12500.628        1.7105380        1.6943296       0.89201788        1.6932827      -0.64433230E-03  -0.12265371E-03    1.0000000
  12503.776        1.7078150        1.6927122       0.89099523        1.6916877      -0.11305988E-02  -0.11991249E-03    1.0000000
  12506.948        1.7033930        1.6910835       0.88996507        1.6900816      -0.14021385E-02  -0.20837573E-04    1.0000000
  12510.145        1.6988860        1.6894423       0.88892668        1.6884633      -0.12632952E-02   0.12272410E-04    1.0000000
  12513.343        1.6953140        1.6878009       0.88788772        1.6868448      -0.13236542E-02  -0.95228125E-04    1.0000000
  12516.509        1.6904620        1.6861767       0.88685939        1.6852435      -0.18693460E-02  -0.11681380E-03    1.0000000
  12519.686        1.6834570        1.6845474       0.88582737        1.6836372      -0.20645878E-02   0.24787063E-04    1.0000000
  12522.829        1.6774130        1.6829361       0.88480634        1.6820485      -0.17126821E-02   0.10833919E-03    1.0000000
  12525.986        1.6726670        1.6813184       0.88378093        1.6804537      -0.13820444E-02   0.11660028E-03    1.0000000
  12529.138        1.6686940        1.6797039       0.88275706        1.6788620      -0.97707778E-03   0.15797326E-03    1.0000000
  12532.289        1.6665080        1.6780904       0.88173336        1.6772712      -0.38626148E-03   0.14156996E-03    1.0000000
  12535.465        1.6662500        1.6764651       0.88070176        1.6756687      -0.81319355E-04   0.57197225E-04    1.0000000
  12538.647        1.6659910        1.6748375       0.87966821        1.6740639      -0.22621545E-04   0.11614060E-04    1.0000000
  12541.963        1.6661030        1.6731419       0.87859094        1.6723919      -0.58485202E-05  -0.22999867E-04    1.0000000
  12545.144        1.6659530        1.6715163       0.87755767        1.6707888      -0.17206019E-03  -0.59029233E-04    1.0000000
  12548.322        1.6650090        1.6698935       0.87652560        1.6691883      -0.38117055E-03  -0.69662922E-04    1.0000000
  12551.535        1.6635170        1.6682530       0.87548173        1.6675702      -0.61726478E-03  -0.89603665E-04    1.0000000
  12554.761        1.6610340        1.6666069       0.87443379        1.6659464      -0.95819127E-03  -0.12496621E-03    1.0000000
  12557.956        1.6573650        1.6649780       0.87339619        1.6643392      -0.14196016E-02  -0.10008923E-03    1.0000000
  12561.146        1.6519700        1.6633519       0.87235979        1.6627347      -0.15972500E-02   0.26493057E-05    1.0000000
  12564.327        1.6471890        1.6617320       0.87132671        1.6611359      -0.14027230E-02   0.98838220E-04    1.0000000
  12567.599        1.6429190        1.6600663       0.87026384        1.6594917      -0.95950135E-03   0.17348451E-03    1.0000000
  12570.850        1.6409300        1.6584122       0.86920779        1.6578587      -0.27105233E-03   0.19081629E-03    1.0000000
  12573.989        1.6411870        1.6568162       0.86818821        1.6562828       0.25979758E-03   0.12623196E-03    1.0000000
  12577.193        1.6425780        1.6551877       0.86714726        1.6546745       0.52968750E-03   0.80301469E-04    1.0000000
  12580.389        1.6445770        1.6535647       0.86610929        1.6530715       0.77372698E-03   0.90229292E-04    1.0000000
  12583.662        1.6475830        1.6519031       0.86504604        1.6514301       0.11133528E-02   0.79067022E-04    1.0000000
  12586.862        1.6517840        1.6502797       0.86400659        1.6498262       0.12855468E-02   0.15536956E-04    1.0000000
  12590.135        1.6559050        1.6486198       0.86294325        1.6481861       0.12139315E-02  -0.41288460E-04    1.0000000
  12593.330        1.6596360        1.6470009       0.86190552        1.6465861       0.10184831E-02  -0.85177809E-04    1.0000000
  12596.544        1.6624320        1.6453731       0.86086156        1.6449772       0.66806521E-03  -0.99284928E-04    1.0000000
  12599.761        1.6639320        1.6437448       0.85981669        1.6433676       0.38003040E-03  -0.89942031E-04    1.0000000
  12602.986        1.6648800        1.6421133       0.85876914        1.6417545       0.88695522E-04  -0.11809856E-03    1.0000000
  12606.187        1.6645020        1.6404944       0.85772918        1.6401538      -0.37892764E-03  -0.12533125E-03    1.0000000
  12609.409        1.6624460        1.6388662       0.85668263        1.6385436      -0.71635597E-03  -0.96209707E-04    1.0000000
  12612.684        1.6598480        1.6372121       0.85561884        1.6369076      -0.10039800E-02  -0.98646430E-04    1.0000000
  12615.919        1.6559100        1.6355789       0.85456796        1.6352921      -0.13585531E-02  -0.79488849E-04    1.0000000
  12619.127        1.6510940        1.6339601       0.85352576        1.6336906      -0.15161759E-02  -0.45402558E-04    1.0000000
  12622.353        1.6461550        1.6323336       0.85247802        1.6320813      -0.16506709E-02  -0.85415961E-04    1.0000000
  12625.645        1.6403360        1.6306745       0.85140873        1.6304396      -0.20728616E-02  -0.13450216E-03    1.0000000
  12628.871        1.6326450        1.6290497       0.85036092        1.6288316      -0.25272968E-02  -0.50770294E-04    1.0000000
  12632.098        1.6240270        1.6274248       0.84931255        1.6272234      -0.24004894E-02   0.10078912E-03    1.0000000
  12635.294        1.6172250        1.6258165       0.84827432        1.6256314      -0.18798587E-02   0.14885190E-03    1.0000000
  12638.558        1.6118830        1.6241750       0.84721413        1.6240064      -0.14388973E-02   0.13436799E-03    1.0000000
  12641.842        1.6078030        1.6225241       0.84614731        1.6223719      -0.10000077E-02   0.13313938E-03    1.0000000
  12645.080        1.6053610        1.6208975       0.84509561        1.6207613      -0.57056885E-03   0.11391525E-03    1.0000000
  12648.309        1.6041130        1.6192759       0.84404656        1.6191555      -0.26329151E-03   0.92277090E-04    1.0000000
  12651.559        1.6036550        1.6176448       0.84299087        1.6175401       0.27341477E-04   0.77975275E-04    1.0000000
  12654.856        1.6042920        1.6159911       0.84191995        1.6159022       0.24719936E-03   0.31566491E-04    1.0000000
  12658.048        1.6052590        1.6143909       0.84088315        1.6143171       0.23216665E-03  -0.26015324E-04    1.0000000
  12661.296        1.6057870        1.6127635       0.83982826        1.6127050       0.79677843E-04  -0.57073022E-04    1.0000000
  12664.549        1.6057770        1.6111340       0.83877137        1.6110906      -0.13887534E-03  -0.92300118E-04    1.0000000
  12667.856        1.6048760        1.6094789       0.83769743        1.6094508      -0.52579616E-03  -0.86262066E-04    1.0000000
  12671.113        1.6023260        1.6078493       0.83663939        1.6078360      -0.70504606E-03  -0.40195431E-05    1.0000000
  12674.403        1.6002600        1.6062041       0.83557074        1.6062058      -0.55211247E-03   0.46158729E-04    1.0000000
  12677.677        1.5987020        1.6045677       0.83450725        1.6045840      -0.40206570E-03   0.28125971E-04    1.0000000
  12681.031        1.5975950        1.6028920       0.83341768        1.6029233      -0.36568594E-03   0.12626324E-04    1.0000000
  12684.264        1.5962930        1.6012775       0.83236739        1.6013231      -0.31888827E-03   0.95749780E-05    1.0000000
  12687.516        1.5955270        1.5996547       0.83131115        1.5997145      -0.30359192E-03   0.17658937E-05    1.0000000
  12690.809        1.5943060        1.5980119       0.83024139        1.5980860      -0.30733055E-03   0.78490414E-05    1.0000000
  12694.082        1.5935090        1.5963801       0.82917824        1.5964683      -0.25205339E-03  -0.70613935E-05    1.0000000
  12697.344        1.5926590        1.5947549       0.82811884        1.5948570      -0.35347202E-03  -0.21027385E-04    1.0000000
  12700.558        1.5912200        1.5931538       0.82707472        1.5932696      -0.38822169E-03   0.23644432E-04    1.0000000
  12703.845        1.5901350        1.5915173       0.82600698        1.5916470      -0.19974917E-03   0.45654850E-04    1.0000000
  12707.096        1.5899140        1.5898995       0.82495092        1.5900429      -0.89721143E-04   0.21538981E-04    1.0000000
  12710.499        1.5895380        1.5882071       0.82384558        1.5883646      -0.56429861E-04   0.10237269E-04    1.0000000
  12713.777        1.5895370        1.5865775       0.82278078        1.5867486      -0.21327380E-04   0.51024781E-05    1.0000000
  12717.110        1.5893970        1.5849212       0.82169806        1.5851061      -0.22696255E-04   0.81814568E-05    1.0000000
  12720.474        1.5893850        1.5832505       0.82060535        1.5834491       0.33464982E-04   0.25995299E-04    1.0000000
  12723.893        1.5896240        1.5815532       0.81949467        1.5817657       0.15363531E-03   0.28266458E-04    1.0000000
  12727.165        1.5904130        1.5799297       0.81843186        1.5801556       0.22260066E-03  -0.18501117E-04    1.0000000
  12730.470        1.5910880        1.5782907       0.81735833        1.5785299       0.31957165E-04  -0.79193046E-04    1.0000000
  12733.799        1.5906250        1.5766405       0.81627697        1.5768931      -0.30275651E-03  -0.83916811E-04    1.0000000
  12737.221        1.5890440        1.5749448       0.81516530        1.5752111      -0.53459040E-03  -0.74878400E-04    1.0000000
  12740.541        1.5870210        1.5733009       0.81408710        1.5735805      -0.80755747E-03  -0.64107952E-04    1.0000000
  12743.799        1.5837320        1.5716879       0.81302862        1.5719805      -0.95628353E-03  -0.43106501E-05    1.0000000
  12747.159        1.5806920        1.5700255       0.81193727        1.5703314      -0.83608678E-03   0.19298378E-04    1.0000000
  12750.464        1.5781600        1.5683911       0.81086383        1.5687102      -0.82767181E-03  -0.33285860E-04    1.0000000
  12753.781        1.5752110        1.5667511       0.80978618        1.5670833      -0.10565121E-02  -0.54646404E-04    1.0000000
  12757.039        1.5712130        1.5651413       0.80872794        1.5654864      -0.11869943E-02  -0.15788281E-04    1.0000000
  12760.336        1.5674310        1.5635132       0.80765713        1.5638713      -0.11599943E-02   0.41350042E-05    1.0000000
  12763.634        1.5635630        1.5618848       0.80658573        1.5622559      -0.11597246E-02   0.38887607E-05    1.0000000
  12767.071        1.5596200        1.5601888       0.80546932        1.5605735      -0.11338026E-02  -0.12105020E-05    1.0000000
  12770.383        1.5559110        1.5585551       0.80439347        1.5589529      -0.11678942E-02   0.28682853E-05    1.0000000
  12773.717        1.5518580        1.5569113       0.80331046        1.5573222      -0.11147396E-02   0.24368517E-04    1.0000000
  12777.025        1.5485070        1.5552812       0.80223597        1.5557051      -0.10060407E-02   0.23511533E-04    1.0000000
  12780.451        1.5450830        1.5535933       0.80112295        1.5540307      -0.95640540E-03  -0.49266782E-05    1.0000000
  12783.819        1.5420090        1.5519350       0.80002902        1.5523858      -0.10395135E-02  -0.34492192E-05    1.0000000
  12787.132        1.5381380        1.5503043       0.79895276        1.5507682      -0.97944967E-03   0.63193252E-04    1.0000000
  12790.445        1.5355190        1.5486745       0.79787664        1.5491516      -0.62078426E-03   0.94744396E-04    1.0000000
  12793.832        1.5339790        1.5470090       0.79677653        1.5474996      -0.34470106E-03   0.54252398E-04    1.0000000
  12797.150        1.5332080        1.5453782       0.79569886        1.5458820      -0.25705665E-03   0.15347694E-04    1.0000000
  12800.480        1.5322700        1.5437417       0.79461695        1.5442588      -0.24266437E-03   0.18870052E-04    1.0000000
  12803.792        1.5315960        1.5421150       0.79354105        1.5426453      -0.13170440E-03   0.25953601E-04    1.0000000
  12807.109        1.5313970        1.5404869       0.79246382        1.5410306      -0.70631445E-04   0.23883731E-04    1.0000000
  12810.588        1.5311160        1.5387795       0.79133355        1.5393371       0.30605608E-04   0.80445258E-05    1.0000000
  12813.905        1.5316050        1.5371528       0.79025623        1.5377237      -0.15959721E-04  -0.29778947E-04    1.0000000
  12817.230        1.5310100        1.5355227       0.78917613        1.5361068      -0.16717782E-03  -0.23504013E-04    1.0000000
  12820.628        1.5304810        1.5338574       0.78807228        1.5344551      -0.17398613E-03   0.10256345E-04    1.0000000
  12824.035        1.5298260        1.5321887       0.78696561        1.5328000      -0.97381952E-04   0.12344834E-05    1.0000000
  12827.375        1.5298240        1.5305537       0.78588077        1.5311782      -0.16565753E-03  -0.37059602E-04    1.0000000
  12830.772        1.5287100        1.5288914       0.78477730        1.5295294      -0.34704471E-03  -0.26527772E-04    1.0000000
  12834.123        1.5274820        1.5272523       0.78368869        1.5279034      -0.34467781E-03   0.37053803E-05    1.0000000
  12837.564        1.5263690        1.5255703       0.78257111        1.5262350      -0.32187832E-03  -0.52235050E-05    1.0000000
  12840.930        1.5252910        1.5239254       0.78147760        1.5246032      -0.38023379E-03  -0.63944799E-05    1.0000000
  12844.286        1.5238130        1.5222865       0.78038754        1.5229774      -0.36486317E-03   0.32569860E-04    1.0000000
  12847.623        1.5228490        1.5206575       0.77930354        1.5213612      -0.16224632E-03   0.63464491E-04    1.0000000
  12851.004        1.5227230        1.5190079       0.77820528        1.5197246       0.61502706E-04   0.57646754E-04    1.0000000
  12854.387        1.5232650        1.5173583       0.77710641        1.5180878       0.22767229E-03   0.24620110E-04    1.0000000
  12857.733        1.5242550        1.5157274       0.77601951        1.5164696       0.22717069E-03  -0.34270859E-04    1.0000000
  12861.091        1.5247880        1.5140914       0.77492868        1.5148462      -0.20867460E-05  -0.44524792E-04    1.0000000
