# XDI/1.0 Athena/0.9.21
# Element.edge:                  L3
# Element.symbol:                Au
# Column.1:                      energy eV
# Column.2:                      xmu
# Column.3:                      bkg
# Column.4:                      pre_edge
# Column.5:                      post_edge
# Column.6:                      der
# Column.7:                      sec
# Column.8:                      i0
# Athena.e0:                     11920.08429
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.9178349
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -150.000 -30.000
# Athena.pre_edge_line:          4.952595 - 0.00032483 * E
# Athena.normalization_range:    150.000 1676.466
# Athena.post_edge_polynomial:   13.110132 - 0.00131986 * E + 3.25230595e-008 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 1776.434
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 21.593
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 19.593
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         xmu        bkg        pre_edge        post_edge        der        sec        i0
  12864.442        1.5242410        1.5124599       0.77384022        1.5132271      -0.71546586E-04  -0.87805713E-05    1.0000000
  12867.870        1.5243030        1.5107917       0.77272672        1.5115716      -0.61608483E-04  -0.37629479E-04    1.0000000
  12871.227        1.5238230        1.5091590       0.77163632        1.5099510      -0.32685432E-03  -0.81321042E-04    1.0000000
  12874.586        1.5221080        1.5075263       0.77054532        1.5083304      -0.60772238E-03  -0.76570817E-04    1.0000000
  12877.985        1.5197160        1.5058747       0.76944111        1.5066909      -0.84432143E-03  -0.75741866E-04    1.0000000
  12881.382        1.5163700        1.5042252       0.76833778        1.5050534      -0.11224633E-02  -0.10222755E-03    1.0000000
  12884.803        1.5120630        1.5025648       0.76722641        1.5034047      -0.15413130E-02  -0.78477693E-04    1.0000000
  12888.110        1.5060000        1.5009608       0.76615231        1.5018121      -0.16504636E-02   0.72988209E-05    1.0000000
  12891.479        1.5010450        1.4993275       0.76505794        1.5001901      -0.14925882E-02   0.60531443E-04    1.0000000
  12894.850        1.4959400        1.4976943       0.76396297        1.4985680      -0.12424835E-02   0.90388705E-04    1.0000000
  12898.355        1.4925010        1.4959967       0.76282423        1.4968818      -0.87102580E-03   0.88994748E-04    1.0000000
  12901.678        1.4899920        1.4943884       0.76174480        1.4952842      -0.63476241E-03   0.63837568E-04    1.0000000
  12905.036        1.4882600        1.4927642       0.76065397        1.4936705      -0.44451168E-03   0.47351707E-04    1.0000000
  12908.421        1.4869950        1.4911283       0.75955472        1.4920450      -0.31550631E-03   0.11845928E-04    1.0000000
  12911.940        1.4860820        1.4894281       0.75841161        1.4903555      -0.36273699E-03  -0.39504703E-04    1.0000000
  12915.326        1.4844900        1.4877930       0.75731150        1.4887302      -0.58831907E-03  -0.57694120E-04    1.0000000
  12918.751        1.4820750        1.4861407       0.75619921        1.4870878      -0.75568760E-03  -0.36701284E-04    1.0000000
  12922.095        1.4793750        1.4845278       0.75511283        1.4854843      -0.83673795E-03  -0.15310891E-04    1.0000000
  12925.577        1.4763630        1.4828497       0.75398176        1.4838157      -0.86020755E-03  -0.17065283E-05    1.0000000
  12928.972        1.4734590        1.4812143       0.75287884        1.4821893      -0.84847445E-03   0.22400745E-04    1.0000000
  12932.336        1.4706280        1.4795951       0.75178617        1.4805788      -0.70879666E-03   0.24053344E-04    1.0000000
  12935.726        1.4686720        1.4779644       0.75068504        1.4789566      -0.68602538E-03  -0.43339637E-06    1.0000000
  12939.136        1.4659630        1.4763250       0.74957732        1.4773254      -0.71174377E-03   0.13590144E-04    1.0000000
  12942.566        1.4638040        1.4746774       0.74846335        1.4756858      -0.59307504E-03   0.41601038E-04    1.0000000
  12945.920        1.4619400        1.4730671       0.74737390        1.4740830      -0.42955187E-03   0.48445228E-04    1.0000000
  12949.319        1.4609030        1.4714358       0.74626960        1.4724591      -0.26589777E-03   0.31385294E-04    1.0000000
  12952.783        1.4601150        1.4697748       0.74514442        1.4708053      -0.21413765E-03   0.15600482E-04    1.0000000
  12956.333        1.4594010        1.4680736       0.74399118        1.4691110      -0.15647318E-03   0.11652455E-04    1.0000000
  12959.749        1.4590250        1.4664379       0.74288164        1.4674817      -0.13296607E-03   0.13096181E-04    1.0000000
  12963.162        1.4584930        1.4648046       0.74177298        1.4658545      -0.67041848E-04   0.33183680E-04    1.0000000
  12966.596        1.4585660        1.4631626       0.74065770        1.4642183       0.94225003E-04   0.28949713E-04    1.0000000
  12970.092        1.4591460        1.4614915       0.73952184        1.4625527       0.13358603E-03   0.16988559E-04    1.0000000
  12973.460        1.4594830        1.4598832       0.73842791        1.4609494       0.21084280E-03   0.27295363E-04    1.0000000
  12976.884        1.4605780        1.4582491       0.73731566        1.4593199       0.31897041E-03   0.13582262E-04    1.0000000
  12980.301        1.4616650        1.4566196       0.73620582        1.4576948       0.30375579E-03  -0.18711540E-04    1.0000000
  12983.785        1.4626740        1.4549594       0.73507425        1.4560386       0.18985554E-03  -0.34042368E-04    1.0000000
  12987.206        1.4629760        1.4533299       0.73396279        1.4544126       0.68684731E-04  -0.49047101E-04    1.0000000
  12990.627        1.4631440        1.4517018       0.73285148        1.4527876      -0.14576690E-03  -0.97527282E-04    1.0000000
  12994.114        1.4619690        1.4500435       0.73171877        1.4511321      -0.60506202E-03  -0.86968358E-04    1.0000000
  12997.552        1.4589540        1.4484098       0.73060206        1.4495007      -0.74801495E-03  -0.12503028E-04    1.0000000
  13004.178        1.4544410        1.4452643       0.72844970        1.4463586      -0.73089212E-03   0.20184700E-05    1.0000000
  13008.141        1.4512150        1.4433855       0.72716263        1.4444810      -0.72664252E-03   0.21573239E-04    1.0000000
  13012.199        1.4486130        1.4414630       0.72584441        1.4425590      -0.55786503E-03   0.67951515E-05    1.0000000
  13016.308        1.4466590        1.4395182       0.72450979        1.4406143      -0.67114754E-03  -0.45377072E-04    1.0000000
  13020.337        1.4431510        1.4376125       0.72320085        1.4387080      -0.92715725E-03  -0.26935928E-04    1.0000000
  13024.361        1.4391920        1.4357112       0.72189372        1.4368054      -0.88808008E-03   0.22361471E-04    1.0000000
  13028.398        1.4359920        1.4338054       0.72058233        1.4348976      -0.74689674E-03   0.31843006E-06    1.0000000
  13032.500        1.4331130        1.4318709       0.71924993        1.4329604      -0.88548837E-03  -0.37974936E-04    1.0000000
  13036.490        1.4288270        1.4299909       0.71795394        1.4310772      -0.10541740E-02  -0.37831399E-05    1.0000000
  13040.540        1.4246380        1.4280845       0.71663847        1.4291667      -0.91590281E-03   0.48478773E-04    1.0000000
  13044.786        1.4212290        1.4260876       0.71525927        1.4271648      -0.65201152E-03   0.79968297E-04    1.0000000
  13048.813        1.4192440        1.4241955       0.71395120        1.4252672      -0.25433629E-03   0.98927754E-04    1.0000000
  13052.901        1.4191650        1.4222764       0.71262320        1.4233419       0.15081095E-03   0.63222479E-04    1.0000000
  13056.915        1.4204660        1.4203937       0.71131915        1.4214522       0.25794661E-03  -0.69060845E-05    1.0000000
  13061.054        1.4212680        1.4184549       0.70997491        1.4195055       0.94506678E-04  -0.51352026E-04    1.0000000
  13065.127        1.4212420        1.4165486       0.70865195        1.4175906      -0.16370796E-03  -0.84125251E-04    1.0000000
  13069.190        1.4199360        1.4146484       0.70733195        1.4156812      -0.58997338E-03  -0.96868419E-04    1.0000000
  13073.320        1.4164080        1.4127190       0.70599043        1.4137416      -0.95740807E-03  -0.87717670E-04    1.0000000
  13077.401        1.4120750        1.4108144       0.70466487        1.4118263      -0.13101977E-02  -0.67356601E-04    1.0000000
  13081.426        1.4057870        1.4089373       0.70335722        1.4099379      -0.15034283E-02   0.13258197E-04    1.0000000
  13085.530        1.3998530        1.4070255       0.70202419        1.4080139      -0.12024163E-02   0.85300531E-04    1.0000000
  13089.639        1.3959120        1.4051131       0.70068952        1.4060886      -0.80288659E-03   0.86876417E-04    1.0000000
  13093.728        1.3932710        1.4032116       0.69936126        1.4041737      -0.49021036E-03   0.63121207E-04    1.0000000
  13097.874        1.3918750        1.4012853       0.69801446        1.4022332      -0.28306830E-03   0.38154607E-04    1.0000000
  13101.974        1.3909370        1.3993825       0.69668292        1.4003158      -0.17561190E-03   0.41551040E-05    1.0000000
  13106.074        1.3904350        1.3974807       0.69535089        1.3983987      -0.24899686E-03  -0.30606228E-04    1.0000000
  13110.150        1.3889010        1.3955919       0.69402685        1.3964942      -0.42587321E-03  -0.25418065E-04    1.0000000
  13114.241        1.3869570        1.3936980       0.69269809        1.3945840      -0.45657984E-03   0.21913194E-05    1.0000000
  13118.359        1.3851530        1.3917929       0.69136037        1.3926621      -0.40788497E-03   0.23465177E-04    1.0000000
  13122.528        1.3835770        1.3898663       0.69000634        1.3907178      -0.26213213E-03   0.48027029E-04    1.0000000
  13126.576        1.3829990        1.3879965       0.68869116        1.3888304      -0.13235829E-04   0.46568789E-04    1.0000000
  13130.687        1.3834690        1.3860996       0.68735583        1.3869152       0.11785382E-03   0.28677885E-04    1.0000000
  13134.799        1.3839680        1.3842041       0.68602040        1.3850009       0.22255518E-03   0.32354750E-04    1.0000000
  13138.910        1.3852990        1.3823099       0.68468486        1.3830876       0.38389657E-03   0.13828892E-04    1.0000000
  13143.103        1.3871560        1.3803798       0.68332291        1.3811376       0.33739472E-03  -0.31568885E-04    1.0000000
  13147.289        1.3881260        1.3784544       0.68196314        1.3791918       0.11938373E-03  -0.53220072E-04    1.0000000
  13151.412        1.3881480        1.3765594       0.68062378        1.3772764      -0.10482895E-03  -0.75327362E-04    1.0000000
  13155.502        1.3872650        1.3746810       0.67929519        1.3753774      -0.49930852E-03  -0.82637263E-04    1.0000000
  13159.597        1.3840610        1.3728016       0.67796495        1.3734772      -0.78124139E-03  -0.37189116E-04    1.0000000
  13163.673        1.3808820        1.3709329       0.67664122        1.3715873      -0.80315587E-03  -0.20267457E-04    1.0000000
  13167.844        1.3774380        1.3690216       0.67528633        1.3696541      -0.94837130E-03  -0.22944423E-04    1.0000000
  13171.919        1.3730610        1.3671553       0.67396242        1.3677662      -0.99237325E-03   0.18254464E-04    1.0000000
  13176.107        1.3692380        1.3652393       0.67260225        1.3658277      -0.79753430E-03   0.36009373E-04    1.0000000
  13180.196        1.3664600        1.3633694       0.67127388        1.3639357      -0.69433231E-03   0.74658849E-05    1.0000000
  13184.343        1.3635190        1.3614744       0.66992673        1.3620179      -0.73604012E-03   0.49032456E-05    1.0000000
  13188.515        1.3603370        1.3595695       0.66857168        1.3600901      -0.65354300E-03   0.23808095E-04    1.0000000
  13192.675        1.3580740        1.3576713       0.66722041        1.3581688      -0.53768274E-03   0.21409299E-04    1.0000000
  13196.970        1.3557910        1.3557129       0.66582531        1.3561863      -0.47253165E-03   0.12151552E-04    1.0000000
  13201.112        1.3540870        1.3538251       0.66447965        1.3542753      -0.43515366E-03  -0.50759544E-05    1.0000000
  13205.254        1.3521860        1.3519390       0.66313428        1.3523657      -0.51458304E-03  -0.27705126E-04    1.0000000
  13209.475        1.3497840        1.3500182       0.66176338        1.3504211      -0.66682697E-03  -0.29939506E-04    1.0000000
  13213.780        1.3465010        1.3480602       0.66036495        1.3484386      -0.76983080E-03  -0.16035357E-04    1.0000000
  13217.897        1.3433000        1.3461887       0.65902746        1.3465436      -0.80188685E-03   0.16890583E-04    1.0000000
  13222.081        1.3398440        1.3442880       0.65766832        1.3446191      -0.62961076E-03   0.48752791E-04    1.0000000
  13226.296        1.3380120        1.3423746       0.65629927        1.3426817      -0.39241995E-03   0.27377228E-04    1.0000000
  13230.488        1.3365450        1.3404726       0.65493754        1.3407559      -0.39945560E-03  -0.29931549E-05    1.0000000
  13234.665        1.3346690        1.3385786       0.65358080        1.3388382      -0.41746934E-03   0.23197075E-05    1.0000000
  13238.846        1.3330560        1.3366840       0.65222278        1.3369198      -0.38006865E-03  -0.44679006E-07    1.0000000
  13243.271        1.3313980        1.3346794       0.65078521        1.3348903      -0.41785386E-03  -0.17211245E-04    1.0000000
  13247.444        1.3294630        1.3327904       0.64942966        1.3329778      -0.52806298E-03  -0.20658352E-04    1.0000000
  13251.640        1.3269790        1.3308923       0.64806693        1.3310562      -0.59072956E-03  -0.14631147E-04    1.0000000
  13255.842        1.3245020        1.3289917       0.64670171        1.3291323      -0.65093667E-03  -0.63583684E-05    1.0000000
  13260.172        1.3214250        1.3270350       0.64529537        1.3271517      -0.64498119E-03   0.21801380E-04    1.0000000
  13264.368        1.3190030        1.3251393       0.64393227        1.3252331      -0.46506181E-03   0.42686309E-04    1.0000000
  13268.541        1.3175330        1.3232555       0.64257694        1.3233266      -0.28774887E-03   0.36496990E-04    1.0000000
  13272.692        1.3166080        1.3213822       0.64122863        1.3214311      -0.16128897E-03   0.23128881E-04    1.0000000
  13276.911        1.3161830        1.3194790       0.63985809        1.3195055      -0.94158510E-04  -0.15872108E-05    1.0000000
  13281.156        1.3158110        1.3175649       0.63847913        1.3175692      -0.17472384E-03  -0.21832317E-04    1.0000000
  13285.313        1.3147150        1.3156917       0.63712893        1.3156745      -0.27758993E-03  -0.18249984E-04    1.0000000
  13289.762        1.3134220        1.3136873       0.63568357        1.3136474      -0.33178722E-03  -0.14073329E-04    1.0000000
  13293.999        1.3118330        1.3117796       0.63430736        1.3117185      -0.39983494E-03  -0.73653584E-05    1.0000000
  13298.196        1.3100500        1.3098907       0.63294412        1.3098090      -0.39390282E-03   0.15274974E-04    1.0000000
  13302.417        1.3085170        1.3079915       0.63157284        1.3078894      -0.27124533E-03   0.28745480E-04    1.0000000
  13306.819        1.3077110        1.3060120       0.63014305        1.3058890      -0.14602509E-03   0.18277609E-04    1.0000000
  13311.025        1.3072600        1.3041210       0.62877667        1.3039786      -0.11390966E-03   0.19295641E-05    1.0000000
  13315.255        1.3067500        1.3022201       0.62740262        1.3020586      -0.12974630E-03  -0.14587512E-04    1.0000000
  13319.573        1.3061510        1.3002807       0.62600020        1.3001002      -0.23859569E-03  -0.21350279E-04    1.0000000
  13323.881        1.3046920        1.2983462       0.62460081        1.2981472      -0.31390249E-03  -0.17861997E-04    1.0000000
  13328.187        1.3034470        1.2964133       0.62320207        1.2961963      -0.39246144E-03  -0.22770762E-04    1.0000000
  13332.366        1.3013620        1.2945380       0.62184466        1.2943042      -0.50711035E-03  -0.33186728E-04    1.0000000
  13336.791        1.2990840        1.2925531       0.62040735        1.2923020      -0.67798843E-03  -0.38865335E-04    1.0000000
  13341.019        1.2954950        1.2906567       0.61903373        1.2903897      -0.84343309E-03  -0.15732202E-04    1.0000000
  13345.262        1.2919390        1.2887546       0.61765561        1.2884723      -0.81126110E-03   0.15791721E-04    1.0000000
  13349.512        1.2886050        1.2868497       0.61627497        1.2865526      -0.70931479E-03   0.28735860E-04    1.0000000
  13353.928        1.2857920        1.2848711       0.61484060        1.2845594      -0.56223298E-03   0.30434289E-04    1.0000000
  13358.187        1.2837280        1.2829634       0.61345728        1.2826383      -0.44531742E-03   0.20144606E-04    1.0000000
  13362.446        1.2819990        1.2810561       0.61207385        1.2807183      -0.39065089E-03   0.99342519E-06    1.0000000
  13366.785        1.2803690        1.2791132       0.61066424        1.2787631      -0.43677548E-03  -0.21299026E-04    1.0000000
  13371.109        1.2782150        1.2771779       0.60925969        1.2768162      -0.57517480E-03  -0.34514712E-04    1.0000000
  13375.341        1.2754480        1.2752844       0.60788511        1.2749120      -0.73207162E-03  -0.13677671E-04    1.0000000
  13379.652        1.2719610        1.2733560       0.60648471        1.2729732      -0.69202150E-03   0.19106861E-04    1.0000000
  13383.982        1.2694680        1.2714198       0.60507814        1.2710272      -0.56696254E-03   0.10028944E-04    1.0000000
  13388.231        1.2670970        1.2695207       0.60369798        1.2691188      -0.60598269E-03  -0.84345650E-06    1.0000000
  13392.538        1.2642830        1.2675962       0.60229878        1.2671853      -0.57417945E-03   0.12442881E-04    1.0000000
  13396.789        1.2621830        1.2656978       0.60091799        1.2652784      -0.49949278E-03   0.11812797E-04    1.0000000
  13401.085        1.2600140        1.2637801       0.59952257        1.2633525      -0.47321937E-03   0.11318847E-04    1.0000000
  13405.375        1.2581200        1.2618660       0.59812904        1.2614305      -0.40231064E-03   0.11677965E-04    1.0000000
  13409.668        1.2565610        1.2599516       0.59673458        1.2595083      -0.37298833E-03   0.19568622E-06    1.0000000
  13413.963        1.2549170        1.2580375       0.59533960        1.2575866      -0.40063020E-03  -0.22955019E-05    1.0000000
  13418.402        1.2530620        1.2560599       0.59389760        1.2556015      -0.39303665E-03  -0.31147728E-06    1.0000000
  13422.641        1.2515060        1.2541726       0.59252053        1.2537069      -0.40333338E-03   0.73479837E-06    1.0000000
  13426.948        1.2496150        1.2522562       0.59112152        1.2517833      -0.38675686E-03   0.99563810E-05    1.0000000
  13431.334        1.2481440        1.2503060       0.58969685        1.2498256      -0.31678455E-03  -0.35939075E-05    1.0000000
  13435.695        1.2468440        1.2483680       0.58828014        1.2478802      -0.41819374E-03  -0.22169341E-04    1.0000000
  13440.000        1.2445200        1.2464566       0.58688193        1.2459613      -0.50890051E-03  -0.74643271E-05    1.0000000
  13444.275        1.2424780        1.2445596       0.58549333        1.2440569      -0.48223229E-03   0.96356757E-05    1.0000000
  13448.774        1.2402890        1.2425647       0.58403194        1.2420539      -0.42435922E-03   0.16022442E-04    1.0000000
  13453.107        1.2387300        1.2406448       0.58262439        1.2401259      -0.34071984E-03   0.18053495E-04    1.0000000
  13457.414        1.2373450        1.2387378       0.58122524        1.2382107      -0.26836745E-03   0.14055656E-04    1.0000000
  13461.725        1.2364170        1.2368305       0.57982475        1.2362948      -0.21957724E-03  -0.28677895E-05    1.0000000
  13466.163        1.2354240        1.2348693       0.57838343        1.2343243      -0.29345668E-03  -0.85784329E-05    1.0000000
  13470.514        1.2338380        1.2329477       0.57697004        1.2323933      -0.29496751E-03   0.91860350E-05    1.0000000
  13474.808        1.2328740        1.2310532       0.57557527        1.2304889      -0.21404322E-03   0.16789025E-05    1.0000000
  13479.171        1.2319850        1.2291297       0.57415794        1.2285549      -0.28043303E-03  -0.18275862E-04    1.0000000
  13483.491        1.2304390        1.2272273       0.57275477        1.2266415      -0.37273253E-03  -0.19986435E-04    1.0000000
  13487.845        1.2287520        1.2253115       0.57134044        1.2247141      -0.45379097E-03  -0.21409569E-04    1.0000000
  13492.184        1.2264940        1.2234042       0.56993088        1.2227944      -0.55885513E-03  -0.79034361E-05    1.0000000
  13496.827        1.2237320        1.2213654       0.56842261        1.2207416      -0.52478477E-03   0.10100176E-04    1.0000000
  13505.973        1.2192580        1.2173565       0.56545196        1.2167027      -0.41958875E-03   0.10766928E-04    1.0000000
  13512.109        1.2173200        1.2146718       0.56345868        1.2139956      -0.36024856E-03   0.27622680E-05    1.0000000
  13518.092        1.2148920        1.2120583       0.56151522        1.2113585      -0.38611169E-03  -0.38741478E-05    1.0000000
  13524.064        1.2127040        1.2094538       0.55957531        1.2087286      -0.40656435E-03  -0.63299002E-05    1.0000000
  13530.230        1.2099570        1.2067691       0.55757233        1.2060157      -0.46294592E-03  -0.62914053E-05    1.0000000
  13536.286        1.2070460        1.2041373       0.55560532        1.2033538      -0.48345620E-03  -0.18760833E-05    1.0000000
  13542.320        1.2041120        1.2015193       0.55364513        1.2007036      -0.48562782E-03  -0.64894185E-05    1.0000000
  13548.515        1.2011070        1.1988367       0.55163281        1.1979853      -0.56281874E-03  -0.49259753E-05    1.0000000
  13554.585        1.1972090        1.1962132       0.54966108        1.1953243      -0.54604515E-03   0.49485909E-05    1.0000000
  13560.762        1.1944200        1.1935492       0.54765486        1.1926192      -0.50221711E-03  -0.12966494E-05    1.0000000
  13566.797        1.1910760        1.1909510       0.54569430        1.1899781      -0.56187964E-03  -0.25618241E-05    1.0000000
  13572.905        1.1875970        1.1883272       0.54371040        1.1873079      -0.53332577E-03  -0.99342684E-06    1.0000000
  13579.144        1.1844910        1.1856526       0.54168361        1.1845825      -0.57414553E-03  -0.75107200E-05    1.0000000
  13585.238        1.1805160        1.1830463       0.53970424        1.1819233      -0.62595631E-03   0.23687683E-05    1.0000000
  13591.287        1.1768900        1.1804646       0.53773920        1.1792858      -0.54538153E-03   0.45942403E-05    1.0000000
  13597.539        1.1738070        1.1778026       0.53570835        1.1765624      -0.56944036E-03   0.21403437E-05    1.0000000
  13603.721        1.1698100        1.1751771       0.53370050        1.1738724      -0.51877008E-03   0.13726977E-04    1.0000000
  13609.886        1.1674020        1.1725647       0.53169783        1.1711918      -0.39996010E-03   0.11027024E-04    1.0000000
  13615.952        1.1649180        1.1700008       0.52972744        1.1685568      -0.38389613E-03   0.88031061E-05    1.0000000
  13622.030        1.1627400        1.1674382       0.52775313        1.1659189      -0.29305597E-03   0.17947482E-04    1.0000000
  13628.379        1.1612760        1.1647681       0.52569056        1.1631658      -0.16085092E-03   0.15273721E-04    1.0000000
  13634.532        1.1607290        1.1621879       0.52369202        1.1605005      -0.10209995E-03   0.34331171E-05    1.0000000
  13640.701        1.1600180        1.1596080       0.52168825        1.1578308      -0.11855059E-03  -0.42968457E-05    1.0000000
  13646.949        1.1592570        1.1570023       0.51965873        1.1551293      -0.15545233E-03  -0.88986236E-05    1.0000000
  13653.090        1.1580920        1.1544482       0.51766372        1.1524762      -0.22880142E-03  -0.21965249E-04    1.0000000
  13659.287        1.1564340        1.1518789       0.51565091        1.1498019      -0.42646418E-03  -0.32454697E-04    1.0000000
  13665.396        1.1528440        1.1493532       0.51366642        1.1471677      -0.62818374E-03  -0.14252032E-04    1.0000000
  13671.519        1.1487500        1.1468296       0.51167756        1.1445302      -0.60079632E-03   0.52093962E-05    1.0000000
  13677.901        1.1453310        1.1442072       0.50960440        1.1417834      -0.56303987E-03   0.81605746E-05    1.0000000
  13684.047        1.1416960        1.1416901       0.50760795        1.1391408      -0.49855721E-03   0.14431298E-04    1.0000000
  13690.325        1.1391370        1.1391273       0.50556876        1.1364441      -0.38374759E-03   0.11108899E-04    1.0000000
  13696.550        1.1368980        1.1365945       0.50354660        1.1337725      -0.35966254E-03   0.38689113E-05    1.0000000
