 Au fcc                                                           Feff 8.40
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=79 Rmt= 1.550 Rnm= 1.593 L3 shell
 Pot 1 Z=79 Rmt= 1.528 Rnm= 1.567
 Gam_ch=5.284E+00 H-L exch
 Mu=-4.795E-01 kf=1.866E+00 Vint=-1.374E+01 Rs_int= 1.944
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   10      icalc       2
 -----------------------------------------------------------------------
   3  24.000   5.7558    2.9622   -0.47951 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
     0.0000    0.0000    0.0000  0  79 Au       absorbing atom
 11.000  8.1988E+00  7.2755E-01 -3.6337E+01  9.313E-01  1.3436E+01  1.1067E+01
 12.000  7.8468E+00  8.4363E-01 -3.6159E+01  9.250E-01  1.5060E+01  1.2059E+01
 13.000  7.5179E+00  9.8916E-01 -3.6121E+01  9.217E-01  1.6736E+01  1.3052E+01
 14.000  7.2078E+00  1.1077E+00 -3.6173E+01  9.201E-01  1.8459E+01  1.4047E+01
 15.000  6.9168E+00  1.1712E+00 -3.6273E+01  9.195E-01  2.0226E+01  1.5042E+01
 16.000  6.6430E+00  1.1757E+00 -3.6390E+01  9.196E-01  2.2032E+01  1.6039E+01
 17.000  6.3847E+00  1.1487E+00 -3.6507E+01  9.190E-01  2.3876E+01  1.7036E+01
 18.000  6.1402E+00  1.1122E+00 -3.6629E+01  9.180E-01  2.5754E+01  1.8033E+01
 19.000  5.9061E+00  1.0657E+00 -3.6758E+01  9.175E-01  2.7665E+01  1.9031E+01
 20.000  5.6831E+00  1.0123E+00 -3.6899E+01  9.176E-01  2.9605E+01  2.0029E+01
