# file: 1 of    13
#      bulk20.dat                                                            
# range:  11700.000 13696.550
# Glitches:     0
   11709.9799800000        1.15932900000000      -4.731927248363531E-004
   11720.0097200000        1.15458300000000      -4.806743002798356E-004
   11730.0351400000        1.14968900000000      -4.624218735605343E-004
   11740.0909500000        1.14529700000000      -4.618423268601933E-004
   11750.1047600000        1.14042000000000      -4.660642031276202E-004
   11760.2083500000        1.13592100000000      -4.218133079503915E-004
   11770.3388300000        1.13188500000000      -4.068122306065123E-004
   11780.4830600000        1.12767300000000      -4.136846182658193E-004
   11790.6562400000        1.12348000000000      -4.043177715412887E-004
   11800.8185500000        1.11945100000000      -4.173558440361286E-004
   11811.0489100000        1.11496900000000      -3.967584406261818E-004
   11821.3247300000        1.11131500000000      -3.701349300742391E-004
   11831.5306300000        1.10738800000000      -3.752825901195200E-004
   11841.9332000000        1.10358100000000      -3.367650139858977E-004
   11852.1978600000        1.10042800000000      -3.182521182018295E-004
   11862.5332200000        1.09702500000000      -3.034998322764098E-004
   11872.8568500000        1.09415800000000      -1.674996387167476E-004
   11883.1541600000        1.09357100000000       8.734817622530551E-005
   11893.4983800000        1.09596100000000       5.114978939789366E-004
   11901.1952900000        1.10279900000000       1.001148783627407E-003
   11902.1684200000        1.10464100000000       1.819676819677250E-003
   11903.1533300000        1.10636200000000       2.118081809031321E-003
   11904.1655100000        1.10887100000000       2.914806125278803E-003
   11905.1352800000        1.11213900000000       3.415125947729212E-003
   11906.1294200000        1.11557800000000       3.537022241696137E-003
   11907.0753300000        1.11900100000000       4.097754781483028E-003
   11908.0775600000        1.12356100000000       5.002399114776254E-003
   11909.1177500000        1.12921800000000       5.916305916305646E-003
   11910.0941900000        1.13549200000000       7.134477759502253E-003
   11911.0698200000        1.14314500000000       8.520636073043561E-003
   11912.0776100000        1.15239200000000       1.064849786467636E-002
   11913.0952700000        1.16471300000000       1.466515621997623E-002
   11914.0549500000        1.18139000000000       1.983941904468926E-002
   11915.0506700000        1.20350700000000       2.837450778760016E-002
   11916.0485000000        1.23795600000000       4.523921552924432E-002
   11917.0484500000        1.29388500000000       6.826983229319596E-002
   11918.0466300000        1.37436800000000       8.655340851245959E-002
   11919.0915700000        1.47072400000000       9.925453706702986E-002
   11920.0842900000        1.57661500000000       9.719885980200212E-002
   11921.0771900000        1.66372400000000       7.217543965553468E-002
   11922.0722100000        1.72009400000000       4.645598973002099E-002
   11923.0479800000        1.75527900000000       2.702289538923721E-002
   11924.0608200000        1.77383200000000       1.215416018269291E-002
   11925.0272200000        1.77933500000000       2.961886891431692E-003
