# file: 1 of    12
#      Au7a_20Kmean.dat                                                      
# range:  11650.088 13397.688
# Glitches:     0
   11650.0881400000      -0.705002000000000      -2.898209981571311E-004
   11660.1632900000      -0.707921990029583      -2.857285285340597E-004
   11670.1548300000      -0.710735625806249      -2.729128033360098E-004
   11680.2007700000      -0.713390474868172      -2.659941656658529E-004
   11690.2734300000      -0.716087056027614      -2.657375956358367E-004
   11700.3430300000      -0.718743030611244      -2.636224800600501E-004
   11710.5085900000      -0.721421499091226      -2.613308353923594E-004
   11720.6413700000      -0.724047612760522      -2.577398007670266E-004
   11730.7673800000      -0.726642995589607      -2.551282189315429E-004
   11740.9777300000      -0.729235992066873      -2.628690639389452E-004
   11751.1927700000      -0.732012198739495      -2.663811687245909E-004
   11761.3926700000      -0.734674147643515      -2.616726644009327E-004
   11771.6065900000      -0.737353937409496      -2.608621149994645E-004
   11781.7976400000      -0.739997031274216      -2.547647329084567E-004
   11792.1695700000      -0.742592659516998      -2.555309610597208E-004
   11802.4325400000      -0.745269887102587      -2.619043927152486E-004
   11812.7886700000      -0.747992892380833      -2.600746503547974E-004
   11823.1402000000      -0.750655424536753      -2.552283005984510E-004
   11833.5558300000      -0.753293259335889      -2.544746244806039E-004
   11843.9487600000      -0.755950675028735      -2.469398650985944E-004
   11854.4991200000      -0.758464992543210      -2.345794640383536E-004
   11864.9482800000      -0.760876731175398      -2.277697047614722E-004
   11875.3581900000      -0.763216056758709      -2.093031404984971E-004
   11885.8375800000      -0.765248927268213      -1.587062665603618E-004
   11896.3172000000      -0.766542382986610      -9.370721602603391E-005
   11900.4559100000      -0.766618770275463      -2.425358949218358E-005
   11900.9211100000      -0.766654044329809      -2.464095797528993E-005
   11901.3002700000      -0.766639576114739       6.774221112560114E-005
   11901.8177800000      -0.766593301921359       4.884929330873564E-005
   11902.2047300000      -0.766595393882913       4.658194912844615E-005
   11902.6749200000      -0.766553374669483       1.426079192394980E-004
   11903.0348400000      -0.766477013623073       2.267646066859312E-004
   11903.4712200000      -0.766372802013179       1.997895639491687E-004
   11903.9434500000      -0.766295482827373       2.308174428106861E-004
   11904.3266800000      -0.766175346923552       2.402073220227936E-004
   11904.7099300000      -0.766111368719189       2.426635488835901E-004
   11905.1280600000      -0.765980881208748       3.723055263409907E-004
   11905.5045900000      -0.765815512409627       3.655423178498229E-004
   11905.8375900000      -0.765721517967964       3.677163086926770E-004
   11906.2703200000      -0.765533941000572       5.152230827246647E-004
   11906.6992100000      -0.765277591455426       5.251355124964149E-004
   11907.1174800000      -0.765089067199805       5.246803313473193E-004
   11907.4641300000      -0.764876252976372       6.240677478424452E-004
   11907.9047400000      -0.764597763624639       7.053219127938937E-004
   11908.3405300000      -0.764258108852000       7.681986290097772E-004
   11908.7260000000      -0.763966872818578       8.963213247453896E-004
   11909.1192400000      -0.763560134473207       9.544727024229654E-004
   11909.5900000000      -0.763142208403685       9.476253450598867E-004
   11909.9464900000      -0.762776211406506       1.084467029782683E-003
   11910.3175300000      -0.762353226105507       1.264048752117559E-003
   11910.7215400000      -0.761796510421177       1.384834110099557E-003
   11911.1430200000      -0.761210059395962       1.527089512724403E-003
   11911.5732500000      -0.760495873012296       1.779791122169920E-003
   11911.9444000000      -0.759783770386476       2.051876780500828E-003
   11912.3223500000      -0.758958812116021       2.343183765569532E-003
   11912.6954900000      -0.758023828491995       2.662419634903451E-003
   11913.0667200000      -0.756976986812387       3.042800315163836E-003
   11913.5019400000      -0.755569962177831       3.627150089076916E-003
   11913.9168400000      -0.753893473978664       4.064033646527221E-003
   11914.3317700000      -0.752197505136931       4.717651700352777E-003
   11914.7273400000      -0.750069817275530       6.019758277988976E-003
   11915.1607600000      -0.747207185722061       7.053805721544691E-003
   11915.5505700000      -0.744262912791383       8.652681917753981E-003
   11915.9782300000      -0.740133877834755       1.084256657122974E-002
   11916.3748800000      -0.735325276741053       1.249057474799099E-002
   11916.8491600000      -0.729255461569498       1.352878077832310E-002
   11917.2449100000      -0.723554831600488       1.447879560965048E-002
   11917.6950000000      -0.717008717091032       1.461703573879443E-002
   11918.0801400000      -0.711346244840366       1.399319620962342E-002
   11918.5225400000      -0.705428787499717       1.367699076746883E-002
   11918.9028800000      -0.700093637456344       1.311459560506927E-002
   11919.2677200000      -0.695656053146733       1.180467161755952E-002
   11919.6549000000      -0.691216288306508       1.062753245160599E-002
   11920.0799600000      -0.687023946188248       9.069684781884703E-003
   11920.4720500000      -0.683804995386984       7.485961466256218E-003
   11920.9389100000      -0.680593879586795       6.434323542682585E-003
